Author,Recommender,Title,category,google_id,pages,publication_date
Richard E. Crandall,Eric Weinstein,Topics in Advanced Scientific Computation,['Computers'],XQB5MAEACAAJ,340.0,2011-10-08
B. Booss,Eric Weinstein,Topology and Analysis,['Mathematics'],nKbwBwAAQBAJ,451.0,2012-12-06
Cheryl Strayed,Emma Watson,Torch,['Fiction'],u5DQoOwLcZYC,336.0,2012-09-12
Jeff Gold,Anthony Bourdain,Total Chaos,['Rock groups'],NzJYjwEACAAJ,300.0,2016
Jiddu Krishnamurti,Naval Ravikant,Total Freedom,['Religion'],11qf4KtRyYoC,384.0,1996-08-30
Tetsuko Kuroyanagi,Ryan Holiday,Totto-Chan,['Biography & Autobiography'],ll4qDwAAQBAJ,232.0,2012-03-23
John Hull,Ed Cooke,Touching the Rock,['Biography & Autobiography'],FcKGDwAAQBAJ,218.0,1992
T. Berry Brazelton,Brené Brown,Touchpoints - Birth to Three,['Psychology'],XadrPsXNgpIC,528.0,2008-03-17
T. Berry Brazelton,Brené Brown,Touchpoints - Three to Six,['Psychology'],XadrPsXNgpIC,528.0,2008-03-17
Travis Mills,Jocko Willink,Tough As They Come,['Biography & Autobiography'],K90iDQAAQBAJ,272.0,2016-10-25
Rich Cohen,Ryan Holiday,Tough Jews,['History'],Oj1P520aEcoC,275.0,1999
Susan Rice,Barack Obama | Dick Costolo,Tough Love,['Biography & Autobiography'],UeKQDwAAQBAJ,544.0,2019-10-08
Philippe Girard,Ben Horowitz,Toussaint Louverture,['History'],Gn_ODQAAQBAJ,352.0,2016-11-22
B. Mark Smith,Mr. Money Mustache,Toward Rational Exuberance,['Business & Economics'],dVpdqOo4UCwC,288.0,2002-05-30
Jerome Bruner,Patrick Collison,Toward a Theory of Instruction,['Education'],F_d96D9FmbUC,176.0,1966
Fred P. Hochberg,Fareed Zakaria,Trade Is Not a Four-Letter Word,['Political Science'],8tqeDwAAQBAJ,336.0,2020-01-14
Kevin Maney,Keith Rabois,Trade-Off,['Technology & Engineering'],v3yZiB3SqhoC,217.0,2010
Warren Ellis,Naval Ravikant,Transmetropolitan,['Comics & Graphic Novels'],LC-HAwAAQBAJ,,
Michael Crichton,Ev Williams,Travels,['Biography & Autobiography'],Gv7oh_ukn3QC,400.0,2012-05-14
John Steinbeck,Richard Branson,Travels with Charley,['Travel'],r00AYFBX5cEC,210.0,1997
Robert Louis Stevenson,Richard Branson,Treasure Island,,b06OvSKlDk4C,,1909
Dave Logan,Graham Duncan,Tribal Leadership,['Business & Economics'],WbLorK69ppEC,320.0,2009-10-13
Sebastian Junger,Joe Rogan | Emma Watson | Tim Ferriss | Josh Waitzkin,Tribe,['Social Science'],VIl_CwAAQBAJ,160.0,2016-05-24
Jia Tolentino,Barack Obama | Kara Swisher,Trick Mirror,['Literary Collections'],G_PsDwAAQBAJ,320.0,2020-07-14
Derren Brown,Derek Sivers,Tricks of the Mind,['Entertainers'],QktOPajGm10C,392.0,2007
Mike Ritland,Jocko Willink,Trident K9 Warriors,['Pets'],b3XZrGoLoDEC,288.0,2013-04-15
Donald Trump Jr.,Donald Trump,Triggered,['Political Science'],ts-eDwAAQBAJ,304.0,2019-11-05
George Du Maurier,Tim O’Reilly,Trilby,['Artists'],ugc4AAAAIAAJ,464.0,1894
Eric Schmidt,Maria Sharapova,Trillion Dollar Coach,['Business & Economics'],nmdzDwAAQBAJ,240.0,2019-04-16
Travis Christofferson,Aubrey Marcus | Dominic D'Agostino,Tripping over the Truth,['Medical'],SH28oQEACAAJ,296.0,2014-10-08
Lee Child,Malcolm Gladwell,Tripwire,['FICTION'],AzOKDQAAQBAJ,401.0,2012-12-31
Edward Glaeser,Stewart Brand | Marc Andreessen,Triumph of the City,['Social Science'],-yWTIKsWGm4C,352.0,2011-02-10
Richard L. Guerrant,Bill Gates,Tropical Infectious Diseases,['Medical'],A7GVvFh4WZwC,1156.0,2011-04-05
Leslie Berlin,Keith Rabois | Vinod Khosla,Troublemakers,['History'],O5OvDgAAQBAJ,512.0,2017-11-07
Jack Carr,Jocko Willink,True Believer,['Fiction'],qyegDwAAQBAJ,496.0,2019-07-30
Charles Portis,Anthony Bourdain,True Grit,['Fiction'],As-3gDwNNPwC,224.0,2011-01-14
Susan Choi,Barack Obama,Trust Exercise,['Fiction'],Na1bDwAAQBAJ,272.0,2019-04-09
Ryan Holiday,Chase Jarvis,"Trust Me, I'm Lying",['Business & Economics'],bK_cDgAAQBAJ,301.0,2013
Hector Macdonald,George Raveling,Truth,['Psychology'],rbIyDwAAQBAJ,352.0,2018-03-08
Michael D. Rich,Barack Obama,Truth Decay,['Political Science'],scFIDwAAQBAJ,324.0,2018-01-16
James Oroc,Martin Polanco,Tryptamine Palace,"['Body, Mind & Spirit']",iV4oDwAAQBAJ,384.0,2009-05-21
George Dyson,Stewart Brand,Turing's Cathedral,['Science'],6sElRNGXWFIC,401.0,2012
L. David Marquet,Brian Armstrong | Simon Sinek | David Heinemeier Hansson,Turn the Ship Around!,['Business & Economics'],ddjkJUUp54cC,238.0,2012
Steven Pressfield,Aubrey Marcus,Turning Pro,['Self-Help'],FR7hAAAAQBAJ,160.0,2012-06-27
John Green,Bill Gates,Turtles All the Way Down,['Young Adult Fiction'],K1qYDwAAQBAJ,320.0,2019-06-11
Jennet Conant,Patrick Collison | Tobi Lütke,Tuxedo Park,['History'],QQTZAAAAQBAJ,352.0,2013-10-15
William Bolitho,Elon Musk,Twelve Against the Gods,['History'],A5FlDwAAQBAJ,,2018-09-25
Jules Verne,Richard Branson | Alan Kay,Twenty Thousand Leagues Under the Sea,['Submarines (Ships)'],470XAAAAYAAJ,349.0,1887
Stephenie Meyer,Gretchen Rubin,Twilight,['Juvenile Fiction'],mKfDFa8r3pYC,2560.0,2009-10-27
Carl Jung,Jordan Peterson,Two Essays on Analytical Psychology,['Psychology'],2GdvEouVO0AC,349.0,1992
Michael L Krenn,Noam Chomsky,"U.S. Policy Toward Economic Nationalism in Latin American, 1917-1929",['Business & Economics'],SK6wAAAAIAAJ,169.0,1990
James Joyce,Neil Strauss | Debbie Millman,Ulysses,['Fiction'],4jWS7bMZ1XMC,1056.0,2008-04-17
Brooks D. Simpson,Ryan Holiday,Ulysses S. Grant,['History'],ExXvBAAAQBAJ,560.0,2014-10-21
Agapi Stassinopoulos,Simon Sinek,Unbinding the Heart,['Self-Help'],dHrHoQqjn3QC,197.0,2012-02-01
Harriet Beecher Stowe,George Raveling,Uncle Tom's Cabin,['African Americans'],rlDaAAAAIAAJ,391.0,1852
Denise Shekerjian,Guy Kawasaki,Uncommon Genius,['Psychology'],lzsQAQAAIAAJ,244.0,1991
James Hollis,Neil Strauss,Under Saturn's Shadow,['Psychology'],ecotAAAAYAAJ,143.0,1994
Malcolm Lowry,Anthony Bourdain,Under the Volcano,['Fiction'],pbD1w-2k3SQC,400.0,2000-02-03
Scott McCloud,Ev Williams | Seth Godin,Understanding Comics,['Comics & Graphic Novels'],tUwqbo48lp4C,224.0,1994-04-27
Bryan Peterson,David Heinemeier Hansson,Understanding Exposure,['Photography'],vCDzCQAAQBAJ,176.0,2016-03-15
Jody Mitic,Jocko Willink,Unflinching,['Biography & Autobiography'],ev8NDAAAQBAJ,256.0,2016-05-03
Mark R. Levin,Donald Trump,Unfreedom of the Press,['Political Science'],mq2ODwAAQBAJ,272.0,2019-05-21
Yan-jun Yang,Jocko Willink,Unit 731 - Laboratory of the Devil,['History'],-95YDwAAQBAJ,144.0,2018-04-28
Hal Gold,Jocko Willink,Unit 731 Testimony,['History'],cprBEpxvexgC,256.0,2004-04-15
Marc Ecko,Chase Jarvis,Unlabel,['Biography & Autobiography'],4rO2CAAAQBAJ,304.0,2015-05-05
Anthony Robbins,Dominic D'Agostino,Unlimited Power,['Self-actualization (Psychology)'],_4YvPwAACAAJ,448.0,2004-02-02
Richard K. Lester,Bill Gates,Unlocking Energy Innovation,['Science'],OdhsGXOS3HkC,232.0,2011-10-21
Taylor Walsh,Bill Gates,Unlocking the Gates,['Education'],uudfxXEmyG0C,320.0,2010-12-28
Daniel G. Newman,Tim O’Reilly,Unrig,['Comics & Graphic Novels'],6FWQwgEACAAJ,288.0,2020-07-07
Booker T. Washington,Ryan Holiday,Up from Slavery,,1Q9kDwAAQBAJ,,
Jared Diamond,Bill Gates,Upheaval,['History'],d9BsDwAAQBAJ,512.0,2019-05-07
Iain M. Banks,Elon Musk | Stewart Brand | Jeff Bezos,Use of Weapons,['Fiction'],IqCdnDe9ZOQC,512.0,2008-12-22
Joel Spolsky,Ev Williams,User Interface Design for Programmers,['Computers'],V0QnCgAAQBAJ,144.0,2008-01-01
Alan Moore,Naval Ravikant | Evan Goldberg,V for Vendetta,['Comics & Graphic Novels'],efPjAAAAQBAJ,,2008-10-24
Arthur Allen,Bill Gates,Vaccine,['Medical'],9X4D15qDrnMC,523.0,2007
Rolf Potts,Tim Ferriss,Vagabonding,['Travel'],mbobFPY4W1sC,205.0,2003
Bill Richardson,Jocko Willink,Valleys of Death,['Biography & Autobiography'],QmA9DwAAQBAJ,336.0,2011-10
Douglas N. Harris,Bill Gates,Value-Added Measures in Education,['Education'],ONfzTgEACAAJ,276.0,2011-01-01
Swami Venkatesananda,Naval Ravikant,Vasistha's Yoga,['Philosophy'],Ttlg-vUmi-4C,780.0,2010-03-18
A.Parthasarathy,Aubrey Marcus,Vedanta Treatise,"['Body, Mind & Spirit']",_MXIAgAAQBAJ,351.0,2013-08-08
Frederic C. Lane,Stewart Brand,Venice,['History'],pbzTDwAAQBAJ,588.0,2020-03-24
Brad Feld,Sophia Amoruso,Venture Deals,['Business & Economics'],ZEmrDwAAQBAJ,368.0,2019-08-27
P. G. Wodehouse,Paul Graham,"Very Good, Jeeves!",['Fiction'],McQhb2GZaAsC,712.0,2010-10-18
Vertamae Smart-Grosvenor,Samin Nosrat,Vibration Cooking,['Biography & Autobiography'],KX4u6rXRgiUC,256.0,2011-04-15
Douglas Pike,Noam Chomsky,Viet Cong,['Terrorism'],Hd3NAAAAMAAJ,88.0,1970
Roger Dean,Neil Gaiman,Views,,gDPQPgAACAAJ,160.0,2009
A. Manette Ansay,Oprah Winfrey,Vinegar Hill,['Fiction'],F_dmQ0HC1bwC,272.0,2009-10-13
Adam L. Penenberg,Keith Rabois | Ryan Hoover,Viral Loop,['Business & Economics'],cItJElW1u7YC,300.0,2010-01-07
Marilyn J. Roossinck,Jonathan Eisen,Virus,,s97bDwAAQBAJ,256.0,2020-05-26
Edward R. Tufte,Jeff Atwood,Visual Explanations,['Pattern perception'],7oFVAQAACAAJ,156.0,1997
Svetlana Alexievich,Caterina Fake,Voices From Chernobyl,['History'],7D1Mp57Tn8YC,236.0,2006-04-18
Howard Zinn,Noam Chomsky,Voices of a People's History of the United States,['History'],ox91llFB5j4C,,2011-01-04
Mel Gordon,Amanda Palmer,Voluptuous Panic,['Social Science'],81FjCwAAQBAJ,305.0,2008-08-01
Tim O'Reilly,Bryan Johnson,WTF?,['Business & Economics'],jrPnDQAAQBAJ,448.0,2017-10-10
Frank Partnoy,Tom Peters,Wait,['Business & Economics'],9cQUCNnOV_8C,304.0,2012-06-26
Samuel Beckett,Elon Musk,Waiting for Godot,['Drama'],o_K7A2jrP1IC,111.0,1982
Agapi Stassinopoulos,Arianna Huffington,Wake Up to the Joy of You,['Self-Help'],41HgCwAAQBAJ,320.0,2016-12-27
Sam Harris,Naval Ravikant | Susan Cain | Justin Boreta,Waking Up,"['Body, Mind & Spirit']",dmhNAgAAQBAJ,256.0,2014-09-09
Peter A. Levine,Dr. Gabor Maté,Waking the Tiger,['Psychology'],3Y2t1oQEmcoC,274.0,1997
Henry David Thoreau,Emma Watson | Michael Pollan,Walden,['Literary Criticism'],URkMY_t6RQQC,376.0,2004-05-15
Geoff Edgers,Judd Apatow,Walk This Way,['Music'],uJdeDwAAQBAJ,288.0,2019-02-05
Jim Ziolkowski,Seth Godin,Walk in Their Shoes,['Biography & Autobiography'],6o7HAwAAQBAJ,272.0,2014-06-17
Neal Gabler,Marc Andreessen | DJ Vlad | Brian Chesky,Walt Disney,['Biography & Autobiography'],-a7FyAA9gMoC,851.0,2006
Leo Tolstoy,Jordan Peterson | Larry King,War And Peace,"['Napoleonic Wars, 1800-1815']",SVhEAAAAIAAJ,,1917
Gary Brecher,Naval Ravikant,War Nerd,['History'],nxsmkkIhkqgC,326.0,2009-03-01
Carl Kaysen,Noam Chomsky,War with Iraq,['Political Science'],VzK5AAAAIAAJ,30.0,1994-02-01
U. S. Marine Corps,Keith Rabois,Warfighting,['Political Science'],iNmRZwEACAAJ,70.0,2011-06-01
Michael Ondaatje,Barack Obama,Warlight,['Fiction'],k8cyDwAAQBAJ,304.0,2018-05-08
Jeremy C. Miller,Warren Buffett,Warren Buffett's Ground Rules,['Business & Economics'],zglMCgAAQBAJ,352.0,2016-04-26
Ron Chernow,Barack Obama,Washington,['Biography & Autobiography'],r3-rsrDiE5cC,928.0,2010-10-05
Esi Edugyan,Barack Obama,Washington Black,['Fiction'],XNRGDwAAQBAJ,352.0,2018-09-18
Holly Sklar,Noam Chomsky,Washington's War on Nicaragua,['Political Science'],IbFXs7_LutMC,472.0,1988
Alan Moore,Naval Ravikant | Seth Rogen | Evan Goldberg,Watchmen,['Comics & Graphic Novels'],ixfQngEACAAJ,448.0,2014
Brian Bates,Emma Watson,Way of the Actor,['Performing Arts'],dRtj7QbZQ0AC,216.0,1988-04-12
Jerry Lynch,Michael Gervais,Way of the Champion,['Self-Help'],gFTRAgAAQBAJ,224.0,2011-12-20
Dan Millman,Greg Norman | Brian MacKenzie,Way of the Peaceful Warrior,"['Body, Mind & Spirit']",NEU-1RfOMEwC,217.0,2006
Jocko Willink,Tobi Lütke,Way of the Warrior Kid,['Juvenile Fiction'],hQPrDQAAQBAJ,160.0,2017-05-02
Jocko Willink,Tobi Lütke,Way of the Warrior Kid 3,,xxpSwgEACAAJ,,2019-06-03
Graham Greene,Anthony Bourdain,Ways of Escape,['Biography & Autobiography'],WiMEQiSGpIcC,320.0,2011-04-07
John Berger,Dave Elitch,Ways of Seeing,['Art'],QxdperNq5R8C,176.0,2008-09-25
Robert A. Johnson,Emma Watson | Dr. Andrew Weil,We,['Psychology'],9bqxvw_EEGUC,224.0,2013-03-05
Christine Lagorio-Chafkin,Ryan Hoover,We Are the Nerds,['Social Science'],QZJKDwAAQBAJ,512.0,2018-10-02
Tim Kreider,Tim Ferriss,We Learn Nothing,['Biography & Autobiography'],b9Hz6qFZpK4C,232.0,2013-04-09
Jess Walter,Barack Obama,We Live in Water,['Fiction'],sSrS8zPmHnEC,192.0,2013-02-12
Lionel Shriver,Jennifer Lawrence,We Need to Talk About Kevin,['Fiction'],XyoHsP12NNcC,416.0,2003-03-25
Harold G. Moore,Jocko Willink,We Were Soldiers Once . . . and Young,['History'],RrVV-b_2enkC,453.0,2012-11-06
Joyce Carol Oates,Oprah Winfrey,We Were the Mulvaneys,['Fiction'],FBtVGkViY7cC,454.0,1996
Philip Gourevitch,Lisa Ling,We Wish to Inform You That Tomorrow We Will be Killed With Our Families,['History'],m5dYXkw_S0oC,355.0,1998
George Gilder,Ben Shapiro,Wealth and Poverty,['Social Science'],IdSxwVphRegC,256.0,2012-07-31
Cathy O'Neil,Tom Peters,Weapons of Math Destruction,['Political Science'],NgEwCwAAQBAJ,288.0,2016-09-06
Harold Gilliam,Patrick Collison,Weather of the San Francisco Bay Region,['Science'],Wb1cks8Qe4IC,106.0,2002
Mark Curtis,Noam Chomsky,Web Of Deceit,['Political Science'],SvRhIh5sbWAC,528.0,2008-09-04
Sam Wang,Ray Dalio,Welcome to Your Brain,['Psychology'],alvKkEFc4jIC,256.0,2010-06-01
Sandro Galea,Arianna Huffington,Well,['Medical'],5zCPDwAAQBAJ,256.0,2019-04-01
Beryl Markham,Hillary Clinton,West with the Night,['Biography & Autobiography'],LtzdJWWVOSQC,320.0,2012-08-14
Joe Navarro,Scott Adams,What Every BODY is Saying,['Self-Help'],IUFQM-6OFEsC,272.0,2009-10-13
Oprah Winfrey,Emma Watson,What I Know For Sure,"['Body, Mind & Spirit']",_qhzAwAAQBAJ,240.0,2014-09-02
Haruki Murakami,Brian Koppelman,What I Talk About When I Talk About Running,['Biography & Autobiography'],fX97wN8MNk0C,192.0,2009-08-11
Randall Munroe,Bill Gates | Astro Teller,What If?,['Humor'],tgZIBAAAQBAJ,320.0,2014-09-02
Adam Becker,Brian Cox,What Is Real?,['Science'],X4QqDwAAQBAJ,384.0,2018-03-20
Norman Fischer,Leo Babauta,What Is Zen?,['Religion'],FPeOCwAAQBAJ,208.0,2016-02-09
Richard Ben Cramer,Ezra Klein,What It Takes,['Political Science'],djZWFPIatUMC,1060.0,2011-08-02
Stephen A. Schwarzman,Eric Schmidt,What It Takes,['Biography & Autobiography'],h06qDwAAQBAJ,384.0,2019-09-17
Pearl Cleage,Oprah Winfrey,What Looks Like Crazy On an Ordinary Day,['Fiction'],RjdW8PLfPAoC,256.0,2009-03-17
Budd Schulberg,Ryan Holiday | Brian Koppelman,What Makes Sammy Run?,['Fiction'],eSbBDWgqcgYC,352.0,2011-05-25
Ted Dintersmith,Ann Miura-Ko,What School Could Be,['Education'],vdVHDwAAQBAJ,264.0,2018-04-10
Po Bronson,Ev Williams,What Should I Do with My Life?,['Business & Economics'],10QhIe2mvMkC,436.0,2005
Kevin Kelly,Stewart Brand | Jason Silva,What Technology Wants,['Technology & Engineering'],xbk0DwAAQBAJ,406.0,2011
Mark H. McCormack,Ramit Sethi,What They Don't Teach You at Harvard Business School,['Business & Economics'],UQomirozGOgC,298.0,1989
Oriah Mountain Dreamer,Michael Gervais,What We Ache For,['Religion'],nGBxrM1DNpEC,240.0,2009-03-17
Ben Horowitz,Marc Andreessen | Vinod Khosla,What You Do Is Who You Are,['Business & Economics'],Pp-IDwAAQBAJ,288.0,2019-10-29
Erwin Schrodinger,Naval Ravikant,What is Life?,['Philosophy'],hP9-WIEyv8cC,184.0,2012-03-26
Ervin Laszlo Ph.D.,Stanislav Grof,What is Reality?,"['Body, Mind & Spirit']",3LRSDwAAQBAJ,192.0,2016-10-04
John Markoff,Kevin Kelly,What the Dormouse Said,['History'],cTyfxP-g2IIC,336.0,2005-04-21
Suzy Hopkins,Arianna Huffington,What to Do When I'm Gone,['Comics & Graphic Novels'],vvFKDwAAQBAJ,144.0,2018-04-03
Reed Albergotti,Anderson Cooper,Wheelmen,['Biography & Autobiography'],aPAKDAAAQBAJ,384.0,2014
Paul Kalanithi,Bill Gates,When Breath Becomes Air,['Biography & Autobiography'],93faCwAAQBAJ,228.0,2016
Jim Holt,Bryan Johnson,When Einstein Walked with Gödel,['Science'],7hE7DwAAQBAJ,384.0,2018-05-15
Roger Lowenstein,Max Levchin,When Genius Failed,['Business & Economics'],UxnPgZsfsSgC,288.0,2001-01-18
Manuel J. Smith,Brian Armstrong,"When I Say No, I Feel Guilty",['Self-Help'],cCRCurzXzugC,352.0,2011-01-12
Jerry Weintraub,Maria Sharapova,"When I Stop Talking, You'll Know I'm Dead",['Biography & Autobiography'],OhfbwSjPtecC,304.0,2010-04-07
Irvin D. Yalom,Tim O’Reilly,When Nietzsche Wept,['Fiction'],j4mYDwAAQBAJ,320.0,2019-08-06
Pema Chodron,Krista Tippett | Liz Lambert | Tara Brach | Jerry Colonna,When Things Fall Apart,['Religion'],sBRYTFo_CQMC,185.0,2005-01-11
Scott Wapner,Marc Andreessen,When the Wolves Bite,['Business & Economics'],qgY0DwAAQBAJ,256.0,2018-04-24
Fred Schwed,Warren Buffett,Where Are the Customers' Yachts?,['Business & Economics'],mZqGPwAACAAJ,208.0,2006-01-10
Steven Johnson,Bill Gates | Jason Silva | Tony Hsieh,Where Good Ideas Come From,['Business & Economics'],0hjEuFB9oTkC,336.0,2010-10-05
Jon Krakauer,Peter Attia,Where Men Win Glory,['Biography & Autobiography'],a8JVz-fkQm4C,240.0,2009-09-15
Lesley Hazleton,Tim Ferriss,Where Mountains Roar,['Negeb'],DvHuPQAACAAJ,223.0,1980
Billie Letts,Oprah Winfrey,Where the Heart Is,['Fiction'],Iq05nE7V2rkC,368.0,2001-04-15
Maurice Sendak,Richard Branson,Where the Wild Things Are,['Juvenile Fiction'],M-CocWLBGB4C,48.0,1988-11-09
Jon Kabat-Zinn,Tristan Harris | Rick Rubin,"Wherever You Go, There You Are",['Self-Help'],cVCZAAAAQBAJ,304.0,2009-07-01
Alex Hutchinson,Dr. Martin Gibala,"Which Comes First, Cardio or Weights?",['Health & Fitness'],qPwXi1TEaeoC,336.0,2011-05-24
Sue Miller,Oprah Winfrey,While I Was Gone,['Fiction'],syDpisFWOIsC,352.0,2002-11-01
Joi Ito,George Raveling,Whiplash,['Business & Economics'],M0dUCwAAQBAJ,288.0,2016-12-06
Bret Easton Ellis,Keith Rabois,White,['Literary Collections'],I61oDwAAQBAJ,272.0,2019-04-16
Marco Pierre White,Samin Nosrat,White Heat 25,['Cooking'],SZWtoQEACAAJ,192.0,2015-04-07
Janet Fitch,Oprah Winfrey,White Oleander,['Fiction'],MulNRdtMx9YC,480.0,2006-09-01
Zadie Smith,Michelle Obama,White Teeth,['Fiction'],zZFlmid0HOYC,464.0,2003-05-20
Geoff Smart,Noah Kagan,Who,['Business & Economics'],24_NW09lIqQC,208.0,2008-09-30
Michael Ovitz,Keith Rabois | Marc Andreessen | Ben Horowitz | Jason Calacanis | Gary Vaynerchuk,Who Is Michael Ovitz?,['Business & Economics'],kdpNDwAAQBAJ,384.0,2018-09-25
Spencer Johnson,Dave Ramsey | Daymond John,Who Moved My Cheese?,['Juvenile Fiction'],Rt5JPwAACAAJ,61.0,2003
David Reich,Naval Ravikant,Who We Are and How We Got Here,['DNA'],uLNSDwAAQBAJ,368.0,2018-03-27
Steven Reiss,Ray Dalio,Who am I?,['Psychology'],EbOjA5oAsEUC,288.0,2002
Vivian Troen,Bill Gates,Who's Teaching Your Children?,['Education'],6gfvAqP9mJgC,240.0,2008-10-01
Michael S. Gazzaniga,Ray Dalio,Who's in Charge?,['Science'],1YmsRMe2pZwC,272.0,2011-11-15
Stewart Brand,Patrick Collison | Marc Andreessen | Steven Pinker,Whole Earth Discipline,['Science'],RCPpx-cn7A0C,352.0,2010-09-28
Vaclav Smil,Bill Gates,Why America Is Not a New Rome,['History'],jkhTtZbdc4sC,240.0,2010-01-29
Buster Benson,Ryan Hoover,Why Are We Yelling?,['Psychology'],2dmJDwAAQBAJ,288.0,2019-11-19
Robert Wright,Nick Thompson,Why Buddhism is True,['Psychology'],xhFpDQAAQBAJ,336.0,2017-08-08
Robert B. Archibald,Bill Gates,Why Does College Cost So Much?,['Business & Economics'],hDskDwAAQBAJ,289.0,2014-08
Daniel T. Willingham,Bill Gates,Why Don't Students Like School?,['Education'],8SDs8LZl41EC,240.0,2009-06-10
Cesar Hidalgo,Naval Ravikant,Why Information Grows,['Business & Economics'],J88_CQAAQBAJ,256.0,2015-06-02
Patrick J. Deneen,Barack Obama,Why Liberalism Failed,['Political Science'],AESHDwAAQBAJ,263.0,2019-02-26
Allan Pease,Shah Rukh Khan,Why Men Don't Listen and Women Can't Read Maps,['Family & Relationships'],ht0WZbw0B0gC,272.0,2004-01-13
Paul Ormerod,Ev Williams,Why Most Things Fail,['Business & Economics'],WIhZlB86nJwC,272.0,2010-12-22
Daron Acemoglu,Bill Gates | Mark Zuckerberg,Why Nations Fail,['Business & Economics'],yIV_NMDDIvYC,544.0,2012-03-20
F. A. Harper,Charles Koch,Why Wages Rise,['Business & Economics'],mtl1DwAAQBAJ,124.0,1957
J. Anderson Thomson,Ray Dalio,Why We Believe in God(s),['Religion'],OwyeCwAAQBAJ,144.0,2014-07-01
Dr. Martin Luther King Jr.,Alexandria Ocasio-Cortez,Why We Can't Wait,['Social Science'],6LQQa3Aa27gC,256.0,2011-01-11
Gary Taubes,Gretchen Rubin,Why We Get Fat,['Health & Fitness'],9mPGg9Pz_3sC,267.0,2011
Matthew Walker,Bill Gates | Keith Rabois | Bryan Johnson | Alexis Ohanian,Why We Sleep,['Science'],8bSuDgAAQBAJ,368.0,2017-10-03
Harriet Lerner,Brené Brown,Why Won't You Apologize?,['Family & Relationships'],aSmzCwAAQBAJ,208.0,2017-01-10
George C. Edwards III,Ezra Klein,Why the Electoral College Is Bad for America,['Political Science'],NyegUKwXX4EC,198.0,2005-05-12
Ian Morris,Stewart Brand,Why the West Rules--for Now,['History'],qNVrfoSubmIC,768.0,2011-01-14
Don Tapscott,Ryan Holiday,Wikinomics,['Business & Economics'],DVomiOeBg_YC,351.0,2008
Cheryl Strayed,Oprah Winfrey | Emma Watson | Tim Ferriss | Liz Lambert,Wild,['Biography & Autobiography'],QAKWDwAAQBAJ,315.0,2014-11-18
Jung Chang,Richard Branson | Hillary Clinton | Andrew Chen,Wild Swans,['Biography & Autobiography'],0sBu1Fj4Ed0C,544.0,2008-06-20
Raymond Carver,Dave Elitch,"Will You Please Be Quiet, Please?",['Fiction'],lRVsCQAAQBAJ,272.0,2015-05-25
Gerry Spence,Scott Adams,Win Your Case,['Law'],DjRqD_Nt3SQC,304.0,2007-04-01
Antoine de Saint-Exupéry,Naval Ravikant | Patrick Collison | Edward Norton,"Wind, Sand and Stars",['Biography & Autobiography'],hoIRBgm7ej8C,240.0,2010-01-01
Johnnie Johnson,Paul Graham,Wing Leader,['Fighter pilots'],xBVLPgAACAAJ,320.0,2000
Alastair Campbell,Richard Branson,Winners,['Business & Economics'],cO0UBQAAQBAJ,464.0,2015-02-26
Jon M. Huntsman,Glenn Beck,Winners Never Cheat,['Business & Economics'],wtfhUyHPVO0C,224.0,2005-03-23
Anand Giridharadas,Vinod Khosla | Tristan Harris,Winners Take All,['Social Science'],jui9DwAAQBAJ,288.0,2019-04-30
A. A. Milne,Hillary Clinton | Dr. Gabor Maté,Winnie-the-Pooh,,c5_gswEACAAJ,144.0,2017-12-28
Jack Welch,Ev Williams | Sam Altman,Winning,['Business & Economics'],rppL6KqqVpkC,384.0,2013-03-26
Gary Wolf,Ev Williams,Wired,['Business & Economics'],1thXPaGwW3IC,304.0,2003-07-08
